Career Cluster,Career Pathway,Code,Occupation
Health Science,Diagnostic Services,29-1199.00,"Health Diagnosing and Treating Practitioners, All Other"
Health Science,Diagnostic Services,25-1071.00,"Health Specialties Teachers, Postsecondary"
Health Science,Diagnostic Services,29-2099.00,"Health Technologists and Technicians, All Other"
Health Science,Diagnostic Services,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other"
Health Science,Diagnostic Services,31-9099.00,"Healthcare Support Workers, All Other"
Health Science,Diagnostic Services,29-2011.03,Histotechnologists and Histologic Technicians
Health Science,Diagnostic Services,29-2012.00,Medical and Clinical Laboratory Technicians
Health Science,Diagnostic Services,29-2011.00,Medical and Clinical Laboratory Technologists
Health Science,Diagnostic Services,11-9111.00,Medical and Health Services Managers
Health Science,Diagnostic Services,31-9092.00,Medical Assistants
Health Science,Diagnostic Services,31-9093.00,Medical Equipment Preparers
Health Science,Diagnostic Services,29-2099.01,Neurodiagnostic Technologists
Health Science,Diagnostic Services,19-4051.01,Nuclear Equipment Operation Technicians
Health Science,Diagnostic Services,29-2033.00,Nuclear Medicine Technologists
Health Science,Diagnostic Services,19-4051.00,Nuclear Technicians
Health Science,Diagnostic Services,51-9083.00,Ophthalmic Laboratory Technicians
Health Science,Diagnostic Services,29-2057.00,Ophthalmic Medical Technicians
Health Science,Diagnostic Services,29-2099.05,Ophthalmic Medical Technologists
Health Science,Diagnostic Services,19-2099.00,"Physical Scientists, All Other"
Health Science,Diagnostic Services,29-1071.00,Physician Assistants
Health Science,Diagnostic Services,29-1124.00,Radiation Therapists
Health Science,Diagnostic Services,29-2099.06,Radiologic Technicians
Health Science,Diagnostic Services,29-2034.00,Radiologic Technologists
Health Science,Diagnostic Services,29-1069.10,Radiologists
Health Science,Diagnostic Services,29-2054.00,Respiratory Therapy Technicians
Health Science,Diagnostic Services,29-2055.00,Surgical Technologists
Health Science,Diagnostic Services,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
Health Science,Health Informatics,11-3011.00,Administrative Services Managers
Health Science,Health Informatics,43-3021.00,Billing and Posting Clerks
Health Science,Health Informatics,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
Health Science,Health Informatics,13-1031.01,"Claims Examiners, Property and Casualty Insurance"
Health Science,Health Informatics,19-3031.02,Clinical Psychologists
Health Science,Health Informatics,25-1122.00,"Communications Teachers, Postsecondary"
Health Science,Health Informatics,15-1111.00,Computer and Information Research Scientists
Health Science,Health Informatics,15-1131.00,Computer Programmers
Health Science,Health Informatics,15-1151.00,Computer User Support Specialists
Health Science,Health Informatics,51-9081.00,Dental Laboratory Technicians
Health Science,Health Informatics,27-3041.00,Editors
Health Science,Health Informatics,17-2199.00,"Engineers, All Other"
Health Science,Health Informatics,19-1041.00,Epidemiologists
Health Science,Health Informatics,43-6011.00,Executive Secretaries and Executive Administrative Assistants
Health Science,Health Informatics,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
Health Science,Health Informatics,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
Health Science,Health Informatics,21-1091.00,Health Educators
Health Science,Health Informatics,25-1071.00,"Health Specialties Teachers, Postsecondary"
Health Science,Health Informatics,15-1121.01,Informatics Nurse Specialists
Health Science,Health Informatics,11-9111.00,Medical and Health Services Managers
Health Science,Health Informatics,51-9082.00,Medical Appliance Technicians
Health Science,Health Informatics,31-9092.00,Medical Assistants
Health Science,Health Informatics,29-2071.00,Medical Records and Health Information Technicians
Health Science,Health Informatics,43-6013.00,Medical Secretaries
Health Science,Health Informatics,31-9094.00,Medical Transcriptionists
Health Science,Health Informatics,21-1014.00,Mental Health Counselors
Health Science,Health Informatics,29-9011.00,Occupational Health and Safety Specialists
Health Science,Health Informatics,29-9012.00,Occupational Health and Safety Technicians
Health Science,Health Informatics,29-1122.00,Occupational Therapists
Health Science,Health Informatics,29-2091.00,Orthotists and Prosthetists
Health Science,Health Informatics,29-1123.00,Physical Therapists
Health Science,Health Informatics,19-2012.00,Physicists
Health Science,Health Informatics,31-1013.00,Psychiatric Aides
Health Science,Health Informatics,29-2053.00,Psychiatric Technicians
Health Science,Health Informatics,27-3031.00,Public Relations Specialists
Health Science,Health Informatics,43-4171.00,Receptionists and Information Clerks
Health Science,Health Informatics,29-1125.00,Recreational Therapists
Health Science,Health Informatics,21-1015.00,Rehabilitation Counselors
Health Science,Health Informatics,15-1132.00,"Software Developers, Applications"
Health Science,Health Informatics,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
Health Science,Health Informatics,29-1129.00,"Therapists, All Other"
Health Science,Support Services,35-2012.00,"Cooks, Institution and Cafeteria"
Health Science,Support Services,29-2051.00,Dietetic Technicians
Health Science,Support Services,29-1031.00,Dietitians and Nutritionists
Health Science,Support Services,25-9021.00,Farm and Home Management Advisors
Health Science,Support Services,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
Health Science,Support Services,51-3092.00,Food Batchmakers
Health Science,Support Services,25-1192.00,"Home Economics Teachers, Postsecondary"
Health Science,Support Services,21-1023.00,Mental Health and Substance Abuse Social Workers
Health Science,Support Services,43-4051.03,Patient Representatives
Health Science,Therapeutic Services,29-1199.01,Acupuncturists
Health Science,Therapeutic Services,29-1141.01,Acute Care Nurses
Health Science,Therapeutic Services,29-1141.02,Advanced Practice Psychiatric Nurses
Health Science,Therapeutic Services,29-1069.01,Allergists and Immunologists
Health Science,Therapeutic Services,29-1071.01,Anesthesiologist Assistants
Health Science,Therapeutic Services,29-1061.00,Anesthesiologists
Health Science,Therapeutic Services,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Health Science,Therapeutic Services,29-9091.00,Athletic Trainers
Health Science,Therapeutic Services,29-1181.00,Audiologists
Health Science,Therapeutic Services,29-1011.00,Chiropractors
Health Science,Therapeutic Services,29-1141.04,Clinical Nurse Specialists
Health Science,Therapeutic Services,19-3031.02,Clinical Psychologists
Health Science,Therapeutic Services,19-3031.00,"Clinical, Counseling, and School Psychologists"
Health Science,Therapeutic Services,21-1099.00,"Community and Social Service Specialists, All Other"
Health Science,Therapeutic Services,19-3031.03,Counseling Psychologists
Health Science,Therapeutic Services,21-1019.00,"Counselors, All Other"
